"","gcf","ar_count"
"6458","GCF_002356675.1",23
"6459","GCF_002357875.1",32
"6460","GCF_002357895.1",32
"6461","GCF_002357915.1",32
"6462","GCF_002357935.1",15
"6463","GCF_002357955.1",15
"6464","GCF_002357975.1",15
"6465","GCF_002357995.1",9
"6466","GCF_002368175.1",0
"6467","GCF_002370195.2",3
"6468","GCF_002370525.2",7
"6469","GCF_002386165.1",28
"6470","GCF_002386185.1",7
"6471","GCF_002386205.1",6
"6472","GCF_002386245.1",23
"6473","GCF_002386285.1",2
"6474","GCF_002386305.1",12
"6475","GCF_002386325.1",29
"6476","GCF_002386345.1",10
"6477","GCF_002386365.1",2
"6478","GCF_002386385.1",24
"6479","GCF_002393225.1",9
"6480","GCF_002393245.1",29
"6481","GCF_002393265.1",2
"6482","GCF_002393365.1",34
"6483","GCF_002393385.1",2
"6484","GCF_002393405.1",25
"6485","GCF_002393425.1",8
"6486","GCF_002393445.1",23
"6487","GCF_002393465.1",32
"6488","GCF_002393485.1",7
"6489","GCF_002393505.1",4
"6490","GCF_002407065.1",1
"6491","GCF_002407125.1",10
"6492","GCF_002407145.1",9
"6493","GCF_002407165.1",11
"6494","GCF_002407185.1",0
"6495","GCF_002407205.1",1
"6496","GCF_002407245.1",1
"6497","GCF_002407265.1",0
"6498","GCF_002407485.1",2
"6499","GCF_002407525.2",8
"6500","GCF_002411865.3",21
"6501","GCF_002412025.1",2
"6502","GCF_002412045.1",1
"6503","GCF_002441855.2",3
"6504","GCF_002441955.1",0
"6505","GCF_002441975.1",5
"6506","GCF_002442495.2",12
"6507","GCF_002442535.1",30
"6508","GCF_002442555.1",8
"6509","GCF_002442575.1",0
"6510","GCF_002442595.2",1
"6511","GCF_002442615.1",9
"6512","GCF_002442635.1",9
"6513","GCF_002442675.1",9
"6514","GCF_002442695.1",9
"6515","GCF_002442715.1",9
"6516","GCF_002442735.1",9
"6517","GCF_002442775.1",9
"6518","GCF_002442795.1",9
"6519","GCF_002442815.1",9
"6520","GCF_002442855.1",19
"6521","GCF_002442895.1",10
"6522","GCF_002442915.1",16
"6523","GCF_002442935.1",10
"6524","GCF_002442955.1",14
"6525","GCF_002442975.1",23
"6526","GCF_002442995.2",29
"6527","GCF_002443015.2",4
"6528","GCF_002443035.1",1
"6529","GCF_002443095.1",6
"6530","GCF_002443115.1",2
"6531","GCF_002443155.1",2
"6532","GCF_002446875.1",15
"6533","GCF_002446895.1",15
"6534","GCF_002446915.1",15
"6535","GCF_002446935.1",15
"6536","GCF_002446955.1",15
"6537","GCF_002446975.1",15
"6538","GCF_002446995.1",15
"6539","GCF_002447015.1",15
"6540","GCF_002447035.1",15
"6541","GCF_002447055.1",15
"6542","GCF_002447075.1",15
"6543","GCF_002447095.1",15
"6544","GCF_002447115.1",15
"6545","GCF_002447135.1",15
"6546","GCF_002447155.1",15
"6547","GCF_002447175.1",15
"6548","GCF_002447195.1",15
"6549","GCF_002447215.1",15
"6550","GCF_002447235.1",15
"6551","GCF_002447255.1",15
"6552","GCF_002447275.1",15
"6553","GCF_002447295.1",15
"6554","GCF_002447315.1",15
"6555","GCF_002447335.1",15
"6556","GCF_002447355.1",15
"6557","GCF_002447375.1",15
"6558","GCF_002447395.1",15
"6559","GCF_002447415.1",15
"6560","GCF_002447435.1",15
"6561","GCF_002447455.1",15
"6562","GCF_002447475.1",15
"6563","GCF_002447495.1",15
"6564","GCF_002447515.1",15
"6565","GCF_002447535.1",15
"6566","GCF_002447555.1",15
"6567","GCF_002447575.1",15
"6568","GCF_002447595.1",15
"6569","GCF_002447615.1",15
"6570","GCF_002447635.1",15
"6571","GCF_002447655.1",15
"6572","GCF_002447675.1",15
"6573","GCF_002447695.1",15
"6574","GCF_002447715.1",15
"6575","GCF_002447735.1",15
"6576","GCF_002447755.1",15
"6577","GCF_002447775.1",15
"6578","GCF_002447795.1",15
"6579","GCF_002447815.1",15
"6580","GCF_002447835.1",15
"6581","GCF_002447855.1",15
"6582","GCF_002447875.1",15
"6583","GCF_002447895.1",15
"6584","GCF_002447915.1",15
"6585","GCF_002447935.1",15
"6586","GCF_002447955.1",15
"6587","GCF_002447975.1",15
"6588","GCF_002447995.1",15
"6589","GCF_002448015.1",15
"6590","GCF_002448035.1",15
"6591","GCF_002448055.1",15
"6592","GCF_002448075.1",15
"6593","GCF_002448095.1",15
"6594","GCF_002448115.1",15
"6595","GCF_002448135.1",15
"6596","GCF_002448155.1",15
"6597","GCF_002448175.1",15
"6598","GCF_002448195.1",15
"6599","GCF_002448215.1",15
"6600","GCF_002494365.2",31
"6601","GCF_002499975.2",0
"6602","GCF_002501565.1",8
"6603","GCF_002501585.1",5
"6604","GCF_002504085.1",1
"6605","GCF_002504105.1",29
"6606","GCF_002504125.1",29
"6607","GCF_002504145.1",13
"6608","GCF_002504265.1",1
"6609","GCF_002504285.1",9
"6610","GCF_002504325.1",7
"6611","GCF_002507715.2",30
"6612","GCF_002507745.2",29
"6613","GCF_002507865.2",29
"6614","GCF_002507875.2",29
"6615","GCF_002507915.2",29
"6616","GCF_002531755.2",4
"6617","GCF_002549795.1",2
"6618","GCF_002549815.1",8
"6619","GCF_002556545.1",7
"6620","GCF_002556565.1",7
"6621","GCF_002556585.1",10
"6622","GCF_002557735.1",8
"6623","GCF_002557755.1",4
"6624","GCF_002557775.1",1
"6625","GCF_002557815.1",8
"6626","GCF_002568625.1",6
"6627","GCF_002576835.1",0
"6628","GCF_002586745.1",3
"6629","GCF_002586945.1",1
"6630","GCF_002587005.1",30
"6631","GCF_002587065.1",6
"6632","GCF_002587105.1",7
"6633","GCF_002587165.1",32
"6634","GCF_002587225.1",7
"6635","GCF_002587885.1",31
"6636","GCF_002588845.1",15
"6637","GCF_002589795.1",33
"6638","GCF_002591075.1",33
"6639","GCF_002591095.1",11
"6640","GCF_002591115.1",25
"6641","GCF_002591135.1",33
"6642","GCF_002591155.1",10
"6643","GCF_002591175.1",14
"6644","GCF_002591195.1",11
"6645","GCF_002591215.1",10
"6646","GCF_002591235.1",10
"6647","GCF_002591255.1",2
"6648","GCF_002591275.1",1
"6649","GCF_002591295.1",2
"6650","GCF_002591335.1",3
"6651","GCF_002591665.3",2
"6652","GCF_002600635.1",2
"6653","GCF_002633765.1",22
"6654","GCF_002633785.1",22
"6655","GCF_002633805.1",23
"6656","GCF_002633825.1",22
"6657","GCF_002633845.1",23
"6658","GCF_002633865.1",22
"6659","GCF_002688525.1",7
"6660","GCF_002688565.1",6
"6661","GCF_002688605.1",2
"6662","GCF_002688665.1",6
"6663","GCF_002706325.1",3
"6664","GCF_002706485.1",12
"6665","GCF_002706565.1",3
"6666","GCF_002706665.1",3
"6667","GCF_002706795.1",1
"6668","GCF_002715865.1",2
"6669","GCF_002716885.1",29
"6670","GCF_002716905.3",11
"6671","GCF_002716925.3",11
"6672","GCF_002716965.3",11
"6673","GCF_002717025.1",0
"6674","GCF_002734145.1",1
"6675","GCF_002735225.1",5
"6676","GCF_002735245.1",2
"6677","GCF_002735945.1",4
"6678","GCF_002736045.1",8
"6679","GCF_002736065.1",10
"6680","GCF_002736105.1",1
"6681","GCF_002736125.1",9
"6682","GCF_002736145.1",1
"6683","GCF_002736265.1",4
"6684","GCF_002741015.1",0
"6685","GCF_002741035.1",1
"6686","GCF_002741055.1",5
"6687","GCF_002741075.1",14
"6688","GCF_002741175.1",29
"6689","GCF_002741195.1",29
"6690","GCF_002741215.1",29
"6691","GCF_002741255.1",29
"6692","GCF_002741295.1",30
"6693","GCF_002741315.1",29
"6694","GCF_002741335.1",29
"6695","GCF_002741355.1",30
"6696","GCF_002741375.1",31
"6697","GCF_002741415.1",15
"6698","GCF_002741435.1",30
"6699","GCF_002741455.1",30
"6700","GCF_002741475.1",30
"6701","GCF_002741495.1",30
"6702","GCF_002741515.1",29
"6703","GCF_002741535.1",30
"6704","GCF_002741555.1",30
"6705","GCF_002741575.1",29
"6706","GCF_002741595.1",29
"6707","GCF_002741615.1",31
"6708","GCF_002741635.1",30
"6709","GCF_002741685.1",33
"6710","GCF_002741705.1",7
"6711","GCF_002741725.1",4
"6712","GCF_002741745.1",5
"6713","GCF_002741885.1",29
"6714","GCF_002741905.1",29
"6715","GCF_002742645.2",2
"6716","GCF_002749475.1",2
"6717","GCF_002749615.1",1
"6718","GCF_002749635.1",10
"6719","GCF_002749655.1",0
"6720","GCF_002752655.1",0
"6721","GCF_002752675.1",2
"6722","GCF_002752695.1",1
"6723","GCF_002752715.1",1
"6724","GCF_002752735.1",1
"6725","GCF_002752755.2",1
"6726","GCF_002752775.1",30
"6727","GCF_002752795.2",1
"6728","GCF_002752905.1",28
"6729","GCF_002752955.1",30
"6730","GCF_002752975.1",32
"6731","GCF_002752995.1",28
"6732","GCF_002753055.1",33
"6733","GCF_002753075.1",33
"6734","GCF_002753165.1",32
"6735","GCF_002753355.1",28
"6736","GCF_002753375.2",27
"6737","GCF_002753405.1",32
"6738","GCF_002753555.1",33
"6739","GCF_002753605.1",32
"6740","GCF_002753655.1",21
"6741","GCF_002753715.1",5
"6742","GCF_002753915.1",10
"6743","GCF_002753935.1",1
"6744","GCF_002753955.1",1
"6745","GCF_002753975.1",1
"6746","GCF_002753995.1",11
"6747","GCF_002754015.1",1
"6748","GCF_002754035.1",1
"6749","GCF_002754055.1",1
"6750","GCF_002754075.1",1
"6751","GCF_002754095.1",1
"6752","GCF_002754115.1",1
"6753","GCF_002754135.1",1
"6754","GCF_002754155.1",1
"6755","GCF_002754815.1",1
"6756","GCF_002759095.2",3
"6757","GCF_002759115.2",3
"6758","GCF_002759135.1",3
"6759","GCF_002759155.2",3
"6760","GCF_002759175.2",3
"6761","GCF_002759195.2",3
"6762","GCF_002759215.2",3
"6763","GCF_002759235.2",3
"6764","GCF_002759255.2",3
"6765","GCF_002759275.2",3
"6766","GCF_002759295.2",3
"6767","GCF_002759315.2",3
"6768","GCF_002759335.2",3
"6769","GCF_002759355.2",3
"6770","GCF_002759375.1",3
"6771","GCF_002759395.2",3
"6772","GCF_002759415.2",3
"6773","GCF_002760915.1",29
"6774","GCF_002760935.1",28
"6775","GCF_002760955.1",30
"6776","GCF_002760975.1",27
"6777","GCF_002760995.1",29
"6778","GCF_002761015.1",29
"6779","GCF_002761035.1",30
"6780","GCF_002761055.1",29
"6781","GCF_002761075.1",28
"6782","GCF_002761095.1",29
"6783","GCF_002761115.1",29
"6784","GCF_002761135.1",29
"6785","GCF_002761155.1",29
"6786","GCF_002761235.1",5
"6787","GCF_002761255.1",15
"6788","GCF_002761275.1",15
"6789","GCF_002761315.1",29
"6790","GCF_002761335.1",29
"6791","GCF_002761355.1",29
"6792","GCF_002761375.1",29
"6793","GCF_002761395.1",29
"6794","GCF_002761415.1",29
"6795","GCF_002761435.1",29
"6796","GCF_002761455.1",29
"6797","GCF_002761475.1",29
"6798","GCF_002761495.1",29
"6799","GCF_002761515.1",27
"6800","GCF_002761535.1",8
"6801","GCF_002761575.1",14
"6802","GCF_002761835.1",29
"6803","GCF_002761875.1",4
"6804","GCF_002762095.1",11
"6805","GCF_002762115.1",11
"6806","GCF_002762135.3",33
"6807","GCF_002762155.1",13
"6808","GCF_002762195.1",1
"6809","GCF_002762215.1",4
"6810","GCF_002763415.1",32
"6811","GCF_002763515.2",32
"6812","GCF_002763535.1",2
"6813","GCF_002763575.1",2
"6814","GCF_002763615.1",2
"6815","GCF_002763655.1",10
"6816","GCF_002763675.1",8
"6817","GCF_002763695.1",1
"6818","GCF_002763715.1",2
"6819","GCF_002763735.1",1
"6820","GCF_002763745.1",2
"6821","GCF_002763785.1",2
"6822","GCF_002763845.1",2
"6823","GCF_002763915.1",1
"6824","GCF_002763955.1",2
"6825","GCF_002763975.1",2
"6826","GCF_002763995.1",31
"6827","GCF_002764015.1",31
"6828","GCF_002764035.1",12
"6829","GCF_002764075.1",7
"6830","GCF_002764115.1",0
"6831","GCF_002764135.1",3
"6832","GCF_002770595.1",2
"6833","GCF_002776715.1",3
"6834","GCF_002776735.1",3
"6835","GCF_002776745.1",2
"6836","GCF_002776775.1",3
"6837","GCF_002776795.1",2
"6838","GCF_002776835.1",3
"6839","GCF_002776845.1",2
"6840","GCF_002776885.1",2
"6841","GCF_002776955.1",2
"6842","GCF_002776975.1",2
"6843","GCF_002776995.1",2
"6844","GCF_002777015.1",2
"6845","GCF_002777035.1",2
"6846","GCF_002777055.1",2
"6847","GCF_002777075.1",2
"6848","GCF_002777095.1",2
"6849","GCF_002777135.1",2
"6850","GCF_002777155.1",2
"6851","GCF_002777175.1",29
"6852","GCF_002777275.1",15
"6853","GCF_002777395.1",0
"6854","GCF_002777455.1",0
"6855","GCF_002777535.1",3
"6856","GCF_002786455.2",1
"6857","GCF_002786465.1",23
"6858","GCF_002786535.1",23
"6859","GCF_002786655.1",32
"6860","GCF_002786755.1",32
"6861","GCF_002786865.1",25
"6862","GCF_002787125.1",3
"6863","GCF_002787215.1",33
"6864","GCF_002787315.1",32
"6865","GCF_002787395.1",30
"6866","GCF_002787545.1",32
"6867","GCF_002787645.1",32
"6868","GCF_002787755.1",32
"6869","GCF_002787935.1",34
"6870","GCF_002788115.1",33
"6871","GCF_002788295.1",33
"6872","GCF_002794415.1",29
"6873","GCF_002794435.1",0
"6874","GCF_002795285.1",22
"6875","GCF_002795825.1",0
"6876","GCF_002795845.1",0
"6877","GCF_002795865.1",1
"6878","GCF_002796405.1",24
"6879","GCF_002796425.1",24
"6880","GCF_002796445.1",29
"6881","GCF_002796465.1",8
"6882","GCF_002796505.1",24
"6883","GCF_002796525.1",25
"6884","GCF_002796545.1",3
"6885","GCF_002796585.1",29
"6886","GCF_002796605.1",0
"6887","GCF_002803025.2",12
"6888","GCF_002803805.1",29
"6889","GCF_002803825.1",6
"6890","GCF_002803845.1",6
"6891","GCF_002803865.1",10
"6892","GCF_002803885.1",21
"6893","GCF_002803905.1",33
"6894","GCF_002803925.1",3
"6895","GCF_002803945.1",3
"6896","GCF_002803965.1",4
"6897","GCF_002804065.1",0
"6898","GCF_002804085.1",3
"6899","GCF_002804165.1",3
"6900","GCF_002804185.1",1
"6901","GCF_002804265.1",12
"6902","GCF_002804285.1",1
"6903","GCF_002808045.1",0
"6904","GCF_002810325.1",2
"6905","GCF_002811305.2",30
"6906","GCF_002811325.3",32
"6907","GCF_002811335.3",35
"6908","GCF_002811425.2",31
"6909","GCF_002811555.3",34
"6910","GCF_002812345.2",21
"6911","GCF_002812365.1",29
"6912","GCF_002812385.1",29
"6913","GCF_002812405.1",5
"6914","GCF_002812425.1",2
"6915","GCF_002812445.1",2
"6916","GCF_002812465.1",2
"6917","GCF_002812485.1",14
"6918","GCF_002812505.1",3
"6919","GCF_002812525.1",5
"6920","GCF_002812545.1",28
"6921","GCF_002812565.2",10
"6922","GCF_002812585.1",7
"6923","GCF_002812605.1",7
"6924","GCF_002812625.1",7
"6925","GCF_002812645.1",7
"6926","GCF_002812665.1",31
"6927","GCF_002812705.1",6
"6928","GCF_002812825.1",20
"6929","GCF_002812845.1",20
"6930","GCF_002812865.1",19
"6931","GCF_002812885.1",19
"6932","GCF_002812905.2",20
"6933","GCF_002812925.2",20
"6934","GCF_002813045.1",7
"6935","GCF_002813065.1",6
"6936","GCF_002813535.1",9
"6937","GCF_002813595.1",29
"6938","GCF_002813715.1",6
"6939","GCF_002813735.1",6
"6940","GCF_002813755.1",5
"6941","GCF_002813935.1",29
"6942","GCF_002813955.1",10
"6943","GCF_002813975.1",29
"6944","GCF_002813995.1",29
"6945","GCF_002814015.1",27
"6946","GCF_002814035.1",1
"6947","GCF_002814095.1",1
"6948","GCF_002814115.1",11
"6949","GCF_002814155.1",0
"6950","GCF_002831485.1",8
"6951","GCF_002831505.1",14
"6952","GCF_002831585.1",4
"6953","GCF_002831605.1",0
"6954","GCF_002832675.1",6
"6955","GCF_002833405.1",0
"6956","GCF_002833425.1",31
"6957","GCF_002833445.1",31
"6958","GCF_002833465.1",31
"6959","GCF_002833485.1",10
"6960","GCF_002838165.1",4
"6961","GCF_002838225.1",3
"6962","GCF_002838245.1",2
"6963","GCF_002838265.1",2
"6964","GCF_002838285.1",2
"6965","GCF_002838305.1",2
"6966","GCF_002838325.1",2
"6967","GCF_002838345.1",3
"6968","GCF_002838365.1",2
"6969","GCF_002838385.1",2
"6970","GCF_002838405.1",3
"6971","GCF_002838425.1",2
"6972","GCF_002838445.1",2
"6973","GCF_002838465.1",2
"6974","GCF_002838485.1",2
"6975","GCF_002838505.1",4
"6976","GCF_002838525.1",2
"6977","GCF_002838545.1",2
"6978","GCF_002838565.1",3
"6979","GCF_002838585.1",4
"6980","GCF_002838605.1",2
"6981","GCF_002838625.1",2
"6982","GCF_002838645.1",2
"6983","GCF_002838665.1",2
"6984","GCF_002838685.1",2
"6985","GCF_002838705.1",2
"6986","GCF_002838725.1",4
"6987","GCF_002838745.1",2
"6988","GCF_002838765.1",1
"6989","GCF_002843135.1",0
"6990","GCF_002843235.3",11
"6991","GCF_002843505.1",8
"6992","GCF_002843525.1",9
"6993","GCF_002843545.1",9
"6994","GCF_002843645.1",7
"6995","GCF_002843665.1",13
"6996","GCF_002843685.1",31
"6997","GCF_002843965.1",0
"6998","GCF_002843985.1",6
"6999","GCF_002844125.1",8
"7000","GCF_002844145.1",9
"7001","GCF_002844165.1",30
"7002","GCF_002844355.1",5
"7003","GCF_002844685.1",30
"7004","GCF_002844715.2",1
"7005","GCF_002844755.2",1
"7006","GCF_002845275.2",8
"7007","GCF_002845365.1",8
"7008","GCF_002845845.1",2
"7009","GCF_002846135.1",33
"7010","GCF_002846155.1",0
"7011","GCF_002846975.1",13
"7012","GCF_002846995.1",13
"7013","GCF_002847015.1",12
"7014","GCF_002847285.1",3
"7015","GCF_002847305.1",0
"7016","GCF_002847385.1",9
"7017","GCF_002847405.1",1
"7018","GCF_002847425.1",1
"7019","GCF_002847445.1",0
"7020","GCF_002848225.1",29
"7021","GCF_002848345.1",4
"7022","GCF_002848365.2",4
"7023","GCF_002848385.1",13
"7024","GCF_002848425.1",8
"7025","GCF_002848445.1",5
"7026","GCF_002848465.1",9
"7027","GCF_002848485.1",9
"7028","GCF_002848505.1",9
"7029","GCF_002848545.1",30
"7030","GCF_002848565.1",31
"7031","GCF_002848585.1",31
"7032","GCF_002848625.1",13
"7033","GCF_002848645.1",15
"7034","GCF_002848665.1",15
"7035","GCF_002848685.1",15
"7036","GCF_002848705.1",13
"7037","GCF_002848725.1",15
"7038","GCF_002848745.1",13
"7039","GCF_002849695.1",2
"7040","GCF_002849715.1",0
"7041","GCF_002849735.1",3
"7042","GCF_002849755.2",0
"7043","GCF_002849775.1",1
"7044","GCF_002849795.1",0
"7045","GCF_002849835.1",1
"7046","GCF_002850035.1",0
"7047","GCF_002850055.1",0
"7048","GCF_002850075.1",3
"7049","GCF_002850095.1",3
"7050","GCF_002850115.1",3
"7051","GCF_002850135.1",3
"7052","GCF_002850155.1",3
"7053","GCF_002850175.1",3
"7054","GCF_002850195.1",3
"7055","GCF_002850215.1",3
"7056","GCF_002850235.1",2
"7057","GCF_002850255.1",1
"7058","GCF_002850275.3",27
"7059","GCF_002850295.1",9
"7060","GCF_002850315.1",16
"7061","GCF_002850375.1",13
"7062","GCF_002850395.1",23
"7063","GCF_002850415.1",23
"7064","GCF_002850455.1",6
"7065","GCF_002850475.1",8
"7066","GCF_002850515.1",11
"7067","GCF_002850535.1",8
"7068","GCF_002850555.1",2
"7069","GCF_002850575.1",24
"7070","GCF_002850675.4",34
"7071","GCF_002850695.3",14
"7072","GCF_002852325.2",28
"7073","GCF_002852365.2",30
"7074","GCF_002852785.2",30
"7075","GCF_002852915.4",28
"7076","GCF_002852945.3",33
"7077","GCF_002852975.3",31
"7078","GCF_002852995.3",29
"7079","GCF_002853115.2",29
"7080","GCF_002853385.2",29
"7081","GCF_002853435.3",31
"7082","GCF_002853475.2",32
"7083","GCF_002853655.1",34
"7084","GCF_002853715.1",34
"7085","GCF_002853805.1",35
"7086","GCF_002853965.1",33
"7087","GCF_002854065.1",34
"7088","GCF_002855325.1",34
"7089","GCF_002855415.1",33
"7090","GCF_002859105.1",32
"7091","GCF_002859205.1",9
"7092","GCF_002859225.1",9
"7093","GCF_002859245.1",6
"7094","GCF_002859265.1",2
"7095","GCF_002859285.1",3
"7096","GCF_002859305.1",3
"7097","GCF_002859325.1",2
"7098","GCF_002859345.1",4
"7099","GCF_002859365.1",4
"7100","GCF_002859385.1",4
"7101","GCF_002859405.1",4
"7102","GCF_002859425.1",4
"7103","GCF_002859445.1",2
"7104","GCF_002859465.1",2
"7105","GCF_002859485.1",4
"7106","GCF_002859505.1",2
"7107","GCF_002859525.1",2
"7108","GCF_002859545.1",6
"7109","GCF_002859565.1",9
"7110","GCF_002859585.1",9
"7111","GCF_002859605.1",9
"7112","GCF_002859625.1",9
"7113","GCF_002859645.1",9
"7114","GCF_002859665.1",9
"7115","GCF_002859685.1",9
"7116","GCF_002859705.1",9
"7117","GCF_002859725.1",9
"7118","GCF_002859745.1",9
"7119","GCF_002859765.1",9
"7120","GCF_002859785.1",9
"7121","GCF_002859805.1",9
"7122","GCF_002859825.1",9
"7123","GCF_002859845.1",3
"7124","GCF_002859865.1",3
"7125","GCF_002859885.1",3
"7126","GCF_002859905.1",3
"7127","GCF_002859945.1",3
"7128","GCF_002859965.1",9
"7129","GCF_002859985.1",3
"7130","GCF_002860005.1",3
"7131","GCF_002860025.1",3
"7132","GCF_002860045.1",8
"7133","GCF_002860065.1",7
"7134","GCF_002860085.1",32
"7135","GCF_002860105.1",35
"7136","GCF_002863665.1",30
"7137","GCF_002863685.1",30
"7138","GCF_002863725.1",6
"7139","GCF_002863745.1",9
"7140","GCF_002863765.1",29
"7141","GCF_002863785.1",29
"7142","GCF_002863825.2",23
"7143","GCF_002863845.1",29
"7144","GCF_002863865.1",0
"7145","GCF_002863885.1",31
"7146","GCF_002863905.1",4
"7147","GCF_002865505.1",9
"7148","GCF_002865525.1",4
"7149","GCF_002865585.1",2
"7150","GCF_002865605.1",0
"7151","GCF_002865745.1",5
"7152","GCF_002865765.1",6
"7153","GCF_002865785.1",6
"7154","GCF_002865805.1",5
"7155","GCF_002865825.1",6
"7156","GCF_002865845.1",6
"7157","GCF_002865885.1",5
"7158","GCF_002865995.1",2
"7159","GCF_002866045.1",7
"7160","GCF_002866125.1",5
"7161","GCF_002866225.1",5
"7162","GCF_002866885.2",6
"7163","GCF_002868735.1",1
"7164","GCF_002868755.1",0
"7165","GCF_002868775.1",0
"7166","GCF_002869785.1",6
"7167","GCF_002869805.1",0
"7168","GCF_002869825.2",0
"7169","GCF_002870165.1",33
"7170","GCF_002872435.1",2
"7171","GCF_002872455.1",30
"7172","GCF_002872475.1",4
"7173","GCF_002874965.1",9
"7174","GCF_002879955.1",3
"7175","GCF_002879975.1",30
"7176","GCF_002880615.1",26
"7177","GCF_002880635.1",15
"7178","GCF_002886145.1",15
"7179","GCF_002886165.1",15
"7180","GCF_002886195.1",15
"7181","GCF_002886225.1",15
"7182","GCF_002886335.1",15
"7183","GCF_002886405.1",15
"7184","GCF_002886505.1",15
"7185","GCF_002886585.1",15
"7186","GCF_002886685.1",15
"7187","GCF_002886775.1",15
"7188","GCF_002886865.1",15
"7189","GCF_002886945.1",15
"7190","GCF_002887065.1",15
"7191","GCF_002887145.1",15
"7192","GCF_002887255.1",15
"7193","GCF_002887275.1",1
"7194","GCF_002887335.1",15
"7195","GCF_002887555.1",11
"7196","GCF_002887615.1",7
"7197","GCF_002887655.1",6
"7198","GCF_002887715.1",29
"7199","GCF_002888715.1",1
"7200","GCF_002891475.1",13
"7201","GCF_002891665.1",0
"7202","GCF_002891825.2",2
"7203","GCF_002891845.2",2
"7204","GCF_002891925.1",4
"7205","GCF_002891945.1",2
"7206","GCF_002891965.1",2
"7207","GCF_002891985.1",0
"7208","GCF_002892005.1",0
"7209","GCF_002892025.1",2
"7210","GCF_002892045.1",2
"7211","GCF_002892065.1",2
"7212","GCF_002892125.1",2
"7213","GCF_002892145.1",2
"7214","GCF_002892165.1",0
"7215","GCF_002892185.1",0
"7216","GCF_002892205.1",0
"7217","GCF_002892225.1",2
"7218","GCF_002892245.1",2
"7219","GCF_002892265.1",0
"7220","GCF_002892555.1",1
"7221","GCF_002892575.1",1
"7222","GCF_002892595.1",1
"7223","GCF_002892665.1",9
"7224","GCF_002892685.1",9
"7225","GCF_002892705.1",9
"7226","GCF_002892725.1",9
"7227","GCF_002892745.1",9
"7228","GCF_002892765.1",9
"7229","GCF_002892855.1",10
"7230","GCF_002893785.1",1
"7231","GCF_002893805.1",19
"7232","GCF_002893825.1",30
"7233","GCF_002893845.1",8
"7234","GCF_002893885.1",3
"7235","GCF_002893905.2",31
"7236","GCF_002893965.1",4
"7237","GCF_002894285.1",8
"7238","GCF_002894385.2",29
"7239","GCF_002895085.1",1
"7240","GCF_002895105.1",2
"7241","GCF_002895125.1",2
"7242","GCF_002895145.1",2
"7243","GCF_002895205.1",27
"7244","GCF_002895225.1",1
"7245","GCF_002895245.1",0
"7246","GCF_002895385.1",24
"7247","GCF_002895725.2",3
"7248","GCF_002896375.1",3
"7249","GCF_002896855.1",2
"7250","GCF_002899475.1",30
"7251","GCF_002899495.1",29
"7252","GCF_002899515.1",29
"7253","GCF_002899535.1",28
"7254","GCF_002900305.1",28
"7255","GCF_002900325.1",29
"7256","GCF_002900365.1",28
"7257","GCF_002900385.1",3
"7258","GCF_002902805.2",13
"7259","GCF_002902865.1",10
"7260","GCF_002902885.1",12
"7261","GCF_002902905.1",9
"7262","GCF_002902925.1",4
"7263","GCF_002902945.1",6
"7264","GCF_002902965.1",6
"7265","GCF_002902985.1",27
"7266","GCF_002903005.1",29
"7267","GCF_002903025.1",31
"7268","GCF_002903125.1",32
"7269","GCF_002903215.1",27
"7270","GCF_002903405.1",10
"7271","GCF_002903485.1",7
"7272","GCF_002905685.2",8
"7273","GCF_002905795.2",8
"7274","GCF_002905815.2",9
"7275","GCF_002906395.1",30
"7276","GCF_002906435.1",30
"7277","GCF_002906455.1",6
"7278","GCF_002906475.1",6
"7279","GCF_002906495.1",12
"7280","GCF_002906535.1",11
"7281","GCF_002906555.1",12
"7282","GCF_002906595.1",15
"7283","GCF_002906615.1",15
"7284","GCF_002906655.1",7
"7285","GCF_002906875.1",0
"7286","GCF_002909775.1",31
"7287","GCF_002910725.2",7
"7288","GCF_002910775.2",5
"7289","GCF_002918585.2",30
"7290","GCF_002920045.2",11
"7291","GCF_002921235.2",12
"7292","GCF_002925525.1",32
"7293","GCF_002934025.1",29
"7294","GCF_002934065.1",9
"7295","GCF_002934285.1",9
"7296","GCF_002934345.1",12
"7297","GCF_002934425.1",9
"7298","GCF_002934585.1",28
"7299","GCF_002934695.1",9
"7300","GCF_002934795.1",7
"7301","GCF_002934895.1",32
"7302","GCF_002934965.1",11
"7303","GCF_002935055.1",17
"7304","GCF_002935085.1",28
"7305","GCF_002943525.1",4
"7306","GCF_002943545.1",0
"7307","GCF_002943835.1",2
"7308","GCF_002943895.1",4
"7309","GCF_002943995.1",9
"7310","GCF_002944315.1",3
"7311","GCF_002944405.1",2
"7312","GCF_002944495.1",15
"7313","GCF_002944585.1",8
"7314","GCF_002944765.1",12
"7315","GCF_002944845.1",33
"7316","GCF_002944935.1",29
"7317","GCF_002944995.1",16
"7318","GCF_002945135.3",33
"7319","GCF_002945235.1",16
"7320","GCF_002945415.1",6
"7321","GCF_002945515.1",6
"7322","GCF_002945665.1",6
"7323","GCF_002945755.1",6
"7324","GCF_002945855.1",6
"7325","GCF_002945945.1",6
"7326","GCF_002946035.1",6
"7327","GCF_002946135.1",6
"7328","GCF_002946195.1",6
"7329","GCF_002946375.1",28
"7330","GCF_002946455.1",1
"7331","GCF_002946515.2",9
